nuts3_code,lau_code,lau_name,pop,area
ITC11,1001,Agliè,2548,13146200
ITC11,1002,Airasca,3569,15739300
ITC11,1003,Ala di Stura,448,46331500
ITC11,1004,Albiano d'Ivrea,1650,11731400
ITC11,1006,Almese,6448,17875600
ITC11,1007,Alpette,238,5626100
ITC11,1008,Alpignano,16732,11919300
ITC11,1009,Andezeno,2030,7486000
ITC11,1010,Andrate,485,9308500
ITC11,1011,Angrogna,838,38878200
ITC11,1012,Arignano,1094,8166800
ITC11,1013,Avigliana,12526,23217200
ITC11,1014,Azeglio,1234,9960500
ITC11,1015,Bairo,778,7085900
ITC11,1016,Balangero,3110,13006300
ITC11,1017,Baldissero Canavese,531,4506400
ITC11,1018,Baldissero Torinese,3626,15405400
ITC11,1019,Balme,113,62710500
ITC11,1020,Banchette,3094,2028900
ITC11,1021,Barbania,1571,12802700
ITC11,1022,Bardonecchia,3096,132203000
ITC11,1023,Barone Canavese,556,3986400
ITC11,1024,Beinasco,17557,6734300
ITC11,1025,Bibiana,3441,18597900
ITC11,1026,Bobbio Pellice,535,94081900
ITC11,1027,Bollengo,2114,14223400
ITC11,1028,Borgaro Torinese,11838,11103900
ITC11,1029,Borgiallo,587,6964800
ITC11,1030,Borgofranco d'Ivrea,3621,13418900
ITC11,1031,Borgomasino,766,12371200
ITC11,1032,Borgone Susa,2189,4961700
ITC11,1033,Bosconero,3082,10919000
ITC11,1034,Brandizzo,8644,6291400
ITC11,1035,Bricherasio,4585,22758500
ITC11,1036,Brosso,405,11135000
ITC11,1037,Brozolo,448,8950400
ITC11,1038,Bruino,8517,5570100
ITC11,1039,Brusasco,1479,14359200
ITC11,1040,Bruzolo,1502,12559800
ITC11,1041,Buriasco,1340,14686800
ITC11,1042,Burolo,1120,5476000
ITC11,1043,Busano,1623,5059100
ITC11,1044,Bussoleno,5794,37066100
ITC11,1045,Buttigliera Alta,6372,8097300
ITC11,1046,Cafasse,3353,10231200
ITC11,1047,Caluso,7401,39492500
ITC11,1048,Cambiano,5950,14131400
ITC11,1049,Campiglione Fenile,1354,11086300
ITC11,1050,Candia Canavese,1190,9131800
ITC11,1051,Candiolo,5650,11849900
ITC11,1052,Canischio,275,11950500
ITC11,1053,Cantalupa,2593,11195300
ITC11,1054,Cantoira,601,23031900
ITC11,1055,Caprie,2064,16407800
ITC11,1056,Caravino,899,11537100
ITC11,1057,Carema,742,10257900
ITC11,1058,Carignano,9145,50679000
ITC11,1059,Carmagnola,28342,95714800
ITC11,1060,Casalborgone,1871,20125000
ITC11,1061,Cascinette d'Ivrea,1539,2172600
ITC11,1062,Caselette,3017,14313600
ITC11,1063,Caselle Torinese,13814,23551300
ITC11,1064,Castagneto Po,1749,11473200
ITC11,1065,Castagnole Piemonte,2171,17279600
ITC11,1066,Castellamonte,9806,38706300
ITC11,1067,Castelnuovo Nigra,420,28375600
ITC11,1068,Castiglione Torinese,6484,14134500
ITC11,1069,Cavagnolo,2310,12328500
ITC11,1070,Cavour,5356,48959100
ITC11,1071,Cercenasco,1765,13159500
ITC11,1072,Ceres,1038,28051600
ITC11,1073,Ceresole Reale,165,99814700
ITC11,1074,Cesana Torinese,927,121700100
ITC11,1075,Chialamberto,357,35447800
ITC11,1076,Chianocco,1589,18613400
ITC11,1077,Chiaverano,2056,12022100
ITC11,1078,Chieri,35912,54197500
ITC11,1079,Chiesanuova,234,4118900
ITC11,1080,Chiomonte,866,26754900
ITC11,1081,Chiusa di San Michele,1574,5916500
ITC11,1082,Chivasso,26608,51237800
ITC11,1083,Ciconio,353,3163800
ITC11,1084,Cintano,239,4934500
ITC11,1085,Cinzano,319,6196200
ITC11,1086,Ciriè,18100,17732900
ITC11,1087,Claviere,195,2687200
ITC11,1088,Coassolo Torinese,1477,27878800
ITC11,1089,Coazze,3143,56572700
ITC11,1090,Collegno,49099,18099300
ITC11,1091,Colleretto Castelnuovo,309,6332100
ITC11,1092,Colleretto Giacosa,591,4589400
ITC11,1093,Condove,4474,71113100
ITC11,1094,Corio,3106,41491400
ITC11,1095,Cossano Canavese,442,3238400
ITC11,1096,Cuceglio,930,6870900
ITC11,1097,Cumiana,7854,60733500
ITC11,1098,Cuorgnè,9495,19313400
ITC11,1099,Druento,8972,27539500
ITC11,1100,Exilles,243,46547400
ITC11,1101,Favria,5133,14849900
ITC11,1102,Feletto,2200,7893100
ITC11,1103,Fenestrelle,482,49409100
ITC11,1104,Fiano,2646,12041500
ITC11,1105,Fiorano Canavese,749,4345700
ITC11,1106,Foglizzo,2271,15642700
ITC11,1107,Forno Canavese,3260,16500300
ITC11,1108,Frassinetto,275,24818500
ITC11,1109,Front,1644,10948200
ITC11,1110,Frossasco,2871,20148800
ITC11,1111,Garzigliana,542,7401800
ITC11,1112,Gassino Torinese,9385,20510800
ITC11,1113,Germagnano,1130,14444200
ITC11,1114,Giaglione,602,33383300
ITC11,1115,Giaveno,16204,71737600
ITC11,1116,Givoletto,4011,12819900
ITC11,1117,Gravere,671,18987000
ITC11,1118,Groscavallo,196,92093500
ITC11,1119,Grosso,957,4329600
ITC11,1120,Grugliasco,36700,13132100
ITC11,1121,Ingria,44,14750600
ITC11,1122,Inverso Pinasca,688,8029200
ITC11,1123,Isolabella,374,4771600
ITC11,1124,Issiglio,411,5504200
ITC11,1125,Ivrea,23048,30107500
ITC11,1126,La Cassa,1767,12035300
ITC11,1127,La Loggia,8819,12792900
ITC11,1128,Lanzo Torinese,4917,10287600
ITC11,1129,Lauriano,1437,14290000
ITC11,1130,Leini,16303,31919100
ITC11,1131,Lemie,184,45675300
ITC11,1132,Lessolo,1797,7936600
ITC11,1133,Levone,428,5391200
ITC11,1134,Locana,1399,132517300
ITC11,1135,Lombardore,1682,12715800
ITC11,1136,Lombriasco,1060,7209600
ITC11,1137,Loranzè,1153,4191400
ITC11,1139,Luserna San Giovanni,7160,17741400
ITC11,1140,Lusernetta,498,7039800
ITC11,1141,Lusigliè,548,5258500
ITC11,1142,Macello,1162,14140400
ITC11,1143,Maglione,415,6312900
ITC11,1144,Marentino,1315,11259300
ITC11,1145,Massello,56,38258700
ITC11,1146,Mathi,3816,7070600
ITC11,1147,Mattie,648,28694200
ITC11,1148,Mazzè,4138,27342400
ITC11,1149,Meana di Susa,807,16543900
ITC11,1150,Mercenasco,1271,12638300
ITC11,1152,Mezzenile,760,29087100
ITC11,1153,Mombello di Torino,383,4082500
ITC11,1154,Mompantero,638,30333200
ITC11,1155,Monastero di Lanzo,332,17655400
ITC11,1156,Moncalieri,56522,47528800
ITC11,1157,Moncenisio,40,4500700
ITC11,1158,Montaldo Torinese,722,4656700
ITC11,1159,Montalenghe,985,6468100
ITC11,1160,Montalto Dora,3371,7356700
ITC11,1161,Montanaro,5135,20903600
ITC11,1162,Monteu da Po,831,7389600
ITC11,1163,Moriondo Torinese,848,6489500
ITC11,1164,Nichelino,46535,20562700
ITC11,1165,Noasca,106,78048100
ITC11,1166,Nole,6827,11353000
ITC11,1167,Nomaglio,290,3074300
ITC11,1168,None,7911,24642200
ITC11,1169,Novalesa,528,28554200
ITC11,1170,Oglianico,1456,6303000
ITC11,1171,Orbassano,23165,22207800
ITC11,1172,Orio Canavese,760,7154100
ITC11,1173,Osasco,1176,5488500
ITC11,1174,Osasio,929,4577100
ITC11,1175,Oulx,3308,99785700
ITC11,1176,Ozegna,1177,5405800
ITC11,1177,Palazzo Canavese,842,5081900
ITC11,1178,Pancalieri,1992,15887800
ITC11,1179,Parella,419,2688600
ITC11,1180,Pavarolo,1122,4405600
ITC11,1181,Pavone Canavese,3703,11540000
ITC11,1183,Pecetto Torinese,4052,9173000
ITC11,1184,Perosa Argentina,3174,26090600
ITC11,1185,Perosa Canavese,515,4708000
ITC11,1186,Perrero,600,63183000
ITC11,1187,Pertusio,749,4004100
ITC11,1188,Pessinetto,625,5349800
ITC11,1189,Pianezza,15425,16463400
ITC11,1190,Pinasca,2849,34718300
ITC11,1191,Pinerolo,35546,50337600
ITC11,1192,Pino Torinese,8378,21819600
ITC11,1193,Piobesi Torinese,3881,19648800
ITC11,1194,Piossasco,18020,40145900
ITC11,1195,Piscina,3380,9903400
ITC11,1196,Piverone,1339,11034300
ITC11,1197,Poirino,10112,75618600
ITC11,1198,Pomaretto,978,8561100
ITC11,1199,Pont Canavese,3152,19060900
ITC11,1200,Porte,1080,4447600
ITC11,1201,Pragelato,745,89201700
ITC11,1202,Prali,260,72609200
ITC11,1203,Pralormo,1890,29845500
ITC11,1204,Pramollo,225,22478500
ITC11,1205,Prarostino,1256,10505200
ITC11,1206,Prascorsano,739,6241900
ITC11,1207,Pratiglione,458,7880300
ITC11,1208,Quagliuzzo,325,2038000
ITC11,1209,Quassolo,347,3955900
ITC11,1210,Quincinetto,1006,17787900
ITC11,1211,Reano,1774,6665800
ITC11,1212,Ribordone,52,43600200
ITC11,1213,Rivalba,1136,10833400
ITC11,1214,Rivalta di Torino,20061,25107600
ITC11,1215,Riva presso Chieri,4753,35831800
ITC11,1216,Rivara,2538,12583800
ITC11,1217,Rivarolo Canavese,12400,32245900
ITC11,1218,Rivarossa,1559,10873300
ITC11,1219,Rivoli,47318,29499800
ITC11,1220,Robassomero,3063,8575600
ITC11,1221,Rocca Canavese,1671,14191200
ITC11,1222,Roletto,1957,9703900
ITC11,1223,Romano Canavese,2634,11210600
ITC11,1224,Ronco Canavese,292,96268600
ITC11,1225,Rondissone,1862,10687700
ITC11,1226,Rorà,230,12407500
ITC11,1227,Roure,802,59373200
ITC11,1228,Rosta,4972,9065000
ITC11,1229,Rubiana,2374,26937100
ITC11,1230,Rueglio,783,15100200
ITC11,1231,Salassa,1822,4951900
ITC11,1232,Salbertrand,609,38319800
ITC11,1233,Salerano Canavese,457,2103400
ITC11,1234,Salza di Pinerolo,75,15885900
ITC11,1235,Samone,1517,2433000
ITC11,1236,San Benigno Canavese,5980,22231800
ITC11,1237,San Carlo Canavese,4008,20906800
ITC11,1238,San Colombano Belmonte,353,3380900
ITC11,1239,San Didero,513,3303700
ITC11,1240,San Francesco al Campo,4827,14979600
ITC11,1241,Sangano,3727,6651300
ITC11,1242,San Germano Chisone,1735,15861600
ITC11,1243,San Gillio,3139,8886600
ITC11,1244,San Giorgio Canavese,2533,20404900
ITC11,1245,San Giorio di Susa,980,19736600
ITC11,1246,San Giusto Canavese,3277,9613200
ITC11,1247,San Martino Canavese,808,9793300
ITC11,1248,San Maurizio Canavese,10165,17344200
ITC11,1249,San Mauro Torinese,18520,12551700
ITC11,1250,San Pietro Val Lemina,1445,12444600
ITC11,1251,San Ponso,257,2124300
ITC11,1252,San Raffaele Cimena,3111,11152000
ITC11,1253,San Sebastiano da Po,1868,16576600
ITC11,1254,San Secondo di Pinerolo,3669,12571900
ITC11,1255,Sant'Ambrogio di Torino,4685,8368300
ITC11,1256,Sant'Antonino di Susa,4049,9794500
ITC11,1257,Santena,10534,16198300
ITC11,1258,Sauze di Cesana,251,78277200
ITC11,1259,Sauze d'Oulx,1072,17311200
ITC11,1260,Scalenghe,3245,31676800
ITC11,1261,Scarmagno,807,8030800
ITC11,1262,Sciolze,1446,11355700
ITC11,1263,Sestriere,929,25915800
ITC11,1264,Settimo Rottaro,465,6057800
ITC11,1265,Settimo Torinese,46699,31450500
ITC11,1266,Settimo Vittone,1525,23260400
ITC11,1267,Sparone,932,29678500
ITC11,1268,Strambinello,270,2214000
ITC11,1269,Strambino,6067,22468600
ITC11,1270,Susa,6046,10987900
ITC11,1271,Tavagnasco,769,8675100
ITC11,1272,Torino,848196,130064500
ITC11,1273,Torrazza Piemonte,2973,9823800
ITC11,1274,Torre Canavese,608,5454500
ITC11,1275,Torre Pellice,4558,21098100
ITC11,1276,Trana,3835,16405900
ITC11,1278,Traversella,322,39359700
ITC11,1279,Traves,510,10454400
ITC11,1280,Trofarello,10697,12347500
ITC11,1281,Usseaux,178,37966900
ITC11,1282,Usseglio,201,98537500
ITC11,1283,Vaie,1406,7229200
ITC11,1284,Val della Torre,4008,36525300
ITC11,1285,Valgioie,929,9120000
ITC11,1286,Vallo Torinese,791,6079200
ITC11,1287,Valperga,3027,11909400
ITC11,1288,Valprato Soana,93,71852700
ITC11,1289,Varisella,853,22557900
ITC11,1290,Vauda Canavese,1444,7092900
ITC11,1291,Venaus,878,19143500
ITC11,1292,Venaria Reale,32818,20442400
ITC11,1293,Verolengo,4780,29488200
ITC11,1294,Verrua Savoia,1344,31943100
ITC11,1295,Vestignè,766,12069100
ITC11,1296,Vialfrè,241,4645300
ITC11,1298,Vidracco,494,2967700
ITC11,1299,Vigone,5114,41154300
ITC11,1300,Villafranca Piemonte,4518,50785400
ITC11,1301,Villanova Canavese,1197,4030600
ITC11,1302,Villarbasse,3503,10408800
ITC11,1303,Villar Dora,2792,5706700
ITC11,1304,Villareggia,1011,11409100
ITC11,1305,Villar Focchiardo,1957,25686800
ITC11,1306,Villar Pellice,1061,60292700
ITC11,1307,Villar Perosa,3942,11422800
ITC11,1308,Villastellone,4509,19876700
ITC11,1309,Vinovo,15026,17694100
ITC11,1310,Virle Piemonte,1162,14057300
ITC11,1311,Vische,1181,17074800
ITC11,1312,Vistrorio,519,4681700
ITC11,1313,Viù,1032,84111900
ITC11,1314,Volpiano,15260,32462900
ITC11,1315,Volvera,8577,20982700
ITC11,1316,Mappano,7404,9758900
ITC11,1317,Val di Chy,1264,13831000
ITC11,1318,Valchiusa,1005,49624500
ITC12,2002,Alagna Valsesia,730,133170400
ITC12,2003,Albano Vercellese,304,13780400
ITC12,2004,Alice Castello,2527,24565000
ITC12,2006,Arborio,840,23310100
ITC12,2007,Asigliano Vercellese,1380,26315600
ITC12,2008,Balmuccia,114,9788500
ITC12,2009,Balocco,213,16807900
ITC12,2011,Bianzè,1847,41805800
ITC12,2014,Boccioleto,160,33870600
ITC12,2015,Borgo d'Ale,2267,39570700
ITC12,2016,Borgosesia,12355,41090100
ITC12,2017,Borgo Vercelli,2224,19294900
ITC12,2021,Buronzo,833,25077600
ITC12,2025,Campertogno,215,34136400
ITC12,2029,Carcoforo,72,22800400
ITC12,2030,Caresana,1043,24108700
ITC12,2031,Caresanablot,1093,11021800
ITC12,2032,Carisio,753,30106200
ITC12,2033,Casanova Elvo,221,16205000
ITC12,2035,San Giacomo Vercellese,291,9604400
ITC12,2041,Cervatto,53,9538000
ITC12,2042,Cigliano,4312,25307800
ITC12,2043,Civiasco,238,7387800
ITC12,2045,Collobiano,85,9223400
ITC12,2047,Costanzana,748,20967600
ITC12,2048,Cravagliana,251,34856300
ITC12,2049,Crescentino,7615,48223300
ITC12,2052,Crova,388,14016200
ITC12,2054,Desana,1068,16476800
ITC12,2057,Fobello,185,28140300
ITC12,2058,Fontanetto Po,1067,23242400
ITC12,2059,Formigliana,487,16762900
ITC12,2061,Gattinara,7636,33665900
ITC12,2062,Ghislarengo,809,12503000
ITC12,2065,Greggio,338,11881700
ITC12,2066,Guardabosone,338,6087500
ITC12,2067,Lamporo,512,9644000
ITC12,2068,Lenta,792,18970100
ITC12,2070,Lignana,517,22574000
ITC12,2071,Livorno Ferraris,4171,58028000
ITC12,2072,Lozzolo,798,6667200
ITC12,2078,Mollia,94,13917800
ITC12,2079,Moncrivello,1361,20181800
ITC12,2082,Motta de' Conti,736,11715000
ITC12,2088,Olcenengo,782,16503500
ITC12,2089,Oldenico,214,6527000
ITC12,2090,Palazzolo Vercellese,1110,13939600
ITC12,2091,Pertengo,284,8294900
ITC12,2093,Pezzana,1277,17351700
ITC12,2096,Pila,138,8690300
ITC12,2097,Piode,188,13597600
ITC12,2102,Postua,572,16178200
ITC12,2104,Prarolo,721,11538800
ITC12,2107,Quarona,3879,16156000
ITC12,2108,Quinto Vercellese,380,10902200
ITC12,2110,Rassa,69,43269800
ITC12,2113,Rimella,131,26270200
ITC12,2115,Rive,424,9408900
ITC12,2116,Roasio,2307,27916000
ITC12,2118,Ronsecco,526,24475400
ITC12,2121,Rossa,184,11837900
ITC12,2122,Rovasenda,906,29268100
ITC12,2126,Salasco,199,12187500
ITC12,2127,Sali Vercellese,102,8776600
ITC12,2128,Saluggia,3801,31598100
ITC12,2131,San Germano Vercellese,1454,30632700
ITC12,2133,Santhià,8125,53129400
ITC12,2134,Scopa,373,22533500
ITC12,2135,Scopello,373,18254400
ITC12,2137,Serravalle Sesia,4759,20905300
ITC12,2142,Stroppiana,1164,18314000
ITC12,2147,Tricerro,669,12249100
ITC12,2148,Trino,6703,70605400
ITC12,2150,Tronzano Vercellese,3379,44750800
ITC12,2152,Valduggia,1894,28425900
ITC12,2156,Varallo,6956,102973000
ITC12,2158,Vercelli,45875,79774300
ITC12,2163,Villarboit,397,25510900
ITC12,2164,Villata,1542,14582200
ITC12,2166,Vocca,158,20257300
ITC12,2170,Alto Sermenza,147,60325900
ITC12,2171,Cellio con Breia,946,17279300
ITC13,96001,Ailoche,318,10782600
ITC13,96002,Andorno Micca,2997,11886800
ITC13,96003,Benna,1133,9389000
ITC13,96004,Biella,43663,46688300
ITC13,96005,Bioglio,891,18845200
ITC13,96006,Borriana,871,5345100
ITC13,96007,Brusnengo,1980,10453300
ITC13,96008,Callabiana,141,6557300
ITC13,96009,Camandona,308,9200100
ITC13,96010,Camburzano,1122,3802500
ITC13,96012,Candelo,7299,15121000
ITC13,96013,Caprile,186,11595500
ITC13,96014,Casapinta,392,2860800
ITC13,96015,Castelletto Cervo,789,14902100
ITC13,96016,Cavaglià,3529,25624800
ITC13,96018,Cerrione,2811,27987600
ITC13,96019,Coggiola,1673,23781900
ITC13,96020,Cossato,14149,27733800
ITC13,96021,Crevacuore,1424,8600600
ITC13,96023,Curino,454,21649200
ITC13,96024,Donato,712,12069400
ITC13,96025,Dorzano,539,4741500
ITC13,96026,Gaglianico,3677,4498400
ITC13,96027,Gifflenga,109,2255900
ITC13,96028,Graglia,1496,20138900
ITC13,96030,Magnano,376,10556000
ITC13,96031,Massazza,524,11609500
ITC13,96032,Masserano,1939,27073200
ITC13,96033,Mezzana Mortigliengo,494,4309200
ITC13,96034,Miagliano,563,667800
ITC13,96035,Mongrando,3680,16502500
ITC13,96037,Mottalciata,1325,18390900
ITC13,96038,Muzzano,585,6097300
ITC13,96039,Netro,928,12568300
ITC13,96040,Occhieppo Inferiore,3780,4064500
ITC13,96041,Occhieppo Superiore,2647,5150300
ITC13,96042,Pettinengo,1484,15297500
ITC13,96043,Piatto,475,3591300
ITC13,96044,Piedicavallo,178,17750500
ITC13,96046,Pollone,2039,16216900
ITC13,96047,Ponderano,3767,7051900
ITC13,96048,Portula,1136,11305000
ITC13,96049,Pralungo,2308,7249700
ITC13,96050,Pray,2017,9184600
ITC13,96053,Ronco Biellese,1438,3849300
ITC13,96054,Roppolo,853,8651200
ITC13,96055,Rosazza,104,9023000
ITC13,96056,Sagliano Micca,1549,14611200
ITC13,96057,Sala Biellese,560,8029800
ITC13,96058,Salussola,1884,38515200
ITC13,96059,Sandigliano,2603,10222400
ITC13,96063,Sordevolo,1338,13737900
ITC13,96064,Sostegno,752,18067000
ITC13,96065,Strona,1017,3718700
ITC13,96066,Tavigliano,937,11235400
ITC13,96067,Ternengo,271,1979900
ITC13,96068,Tollegno,2423,3314300
ITC13,96069,Torrazzo,208,5771200
ITC13,96071,Valdengo,2391,7676800
ITC13,96072,Vallanzengo,206,4665300
ITC13,96074,Valle San Nicolao,905,13257200
ITC13,96075,Veglio,479,6405800
ITC13,96076,Verrone,1231,8585900
ITC13,96077,Vigliano Biellese,7685,8397800
ITC13,96078,Villa del Bosco,327,3699100
ITC13,96079,Villanova Biellese,191,7873100
ITC13,96080,Viverone,1390,12261000
ITC13,96081,Zimone,392,2949500
ITC13,96082,Zubiena,1133,12473600
ITC13,96083,Zumaglia,987,2613700
ITC13,96085,Lessona,2662,12774900
ITC13,96086,Campiglia Cervo,506,28205300
ITC13,96087,Quaregna Cerreto,2019,8416000
ITC13,96088,Valdilana,10489,61138200
ITC14,103001,Antrona Schieranco,397,100181500
ITC14,103002,Anzola d'Ossola,394,13656900
ITC14,103003,Arizzano,1960,1599500
ITC14,103004,Arola,241,6612600
ITC14,103005,Aurano,105,21156300
ITC14,103006,Baceno,881,77273500
ITC14,103007,Bannio Anzino,454,39465600
ITC14,103008,Baveno,4848,17100200
ITC14,103009,Bee,764,3504600
ITC14,103010,Belgirate,491,7129200
ITC14,103011,Beura-Cardezza,1432,28551400
ITC14,103012,Bognanco,189,57994800
ITC14,103013,Brovello-Carpugnino,743,8223300
ITC14,103014,Calasca-Castiglione,568,57067600
ITC14,103015,Cambiasca,1572,3964500
ITC14,103016,Cannero Riviera,881,14419300
ITC14,103017,Cannobio,5098,52533500
ITC14,103018,Caprezzo,171,7256500
ITC14,103019,Casale Corte Cerro,3425,12522700
ITC14,103021,Ceppo Morelli,302,40185800
ITC14,103022,Cesara,588,11654500
ITC14,103023,Cossogno,651,40257300
ITC14,103024,Craveggia,754,36216700
ITC14,103025,Crevoladossola,4497,39873800
ITC14,103026,Crodo,1408,53575300
ITC14,103028,Domodossola,17930,36891100
ITC14,103029,Druogno,1061,29609100
ITC14,103031,Formazza,445,130646700
ITC14,103032,Germagno,182,2897600
ITC14,103033,Ghiffa,2323,14654600
ITC14,103034,Gignese,1080,14578400
ITC14,103035,Gravellona Toce,7645,14212700
ITC14,103036,Gurro,185,13284800
ITC14,103037,Intragna,107,9921900
ITC14,103038,Loreglia,219,9153100
ITC14,103039,Macugnaga,532,99568000
ITC14,103040,Madonna del Sasso,392,15411400
ITC14,103041,Malesco,1364,43176300
ITC14,103042,Masera,1458,20353700
ITC14,103043,Massiola,120,8054900
ITC14,103044,Mergozzo,2141,26994700
ITC14,103045,Miazzina,367,21175000
ITC14,103046,Montecrestese,1253,86148300
ITC14,103047,Montescheno,380,22170800
ITC14,103048,Nonio,849,9799700
ITC14,103049,Oggebbio,853,21439000
ITC14,103050,Omegna,14450,30371900
ITC14,103051,Ornavasso,3377,25919400
ITC14,103052,Pallanzeno,1116,4365800
ITC14,103053,Piedimulera,1483,7565600
ITC14,103054,Pieve Vergonte,2493,41672000
ITC14,103055,Premeno,768,7879600
ITC14,103056,Premia,545,88902400
ITC14,103057,Premosello-Chiovenda,1873,34162800
ITC14,103058,Quarna Sopra,252,9394800
ITC14,103059,Quarna Sotto,365,16373900
ITC14,103060,Re,682,27152200
ITC14,103061,San Bernardino Verbano,1247,26675600
ITC14,103062,Santa Maria Maggiore,1289,53705400
ITC14,103064,Stresa,4600,35359200
ITC14,103065,Toceno,720,15768700
ITC14,103066,Trarego Viggiona,401,18900600
ITC14,103067,Trasquera,174,39601300
ITC14,103068,Trontano,1642,56734400
ITC14,103069,Valstrona,1202,51889300
ITC14,103070,Vanzone con San Carlo,384,15734400
ITC14,103071,Varzo,1953,93766500
ITC14,103072,Verbania,30104,37493400
ITC14,103074,Vignone,1203,3380600
ITC14,103075,Villadossola,6262,18733200
ITC14,103076,Villette,266,7383400
ITC14,103077,Vogogna,1742,15624500
ITC14,103078,Borgomezzavalle,296,19083100
ITC14,103079,Valle Cannobina,476,55174100
ITC15,3001,Agrate Conturbia,1561,14536400
ITC15,3002,Ameno,885,9996500
ITC15,3006,Armeno,2134,31515400
ITC15,3008,Arona,13750,15169800
ITC15,3012,Barengo,745,19492800
ITC15,3016,Bellinzago Novarese,9469,39178600
ITC15,3018,Biandrate,1297,12453600
ITC15,3019,Boca,1115,9608000
ITC15,3021,Bogogno,1286,8509700
ITC15,3022,Bolzano Novarese,1159,3304300
ITC15,3023,Borgolavezzaro,1963,21091300
ITC15,3024,Borgomanero,21229,32269900
ITC15,3025,Borgo Ticino,5199,13373800
ITC15,3026,Briga Novarese,2798,4747900
ITC15,3027,Briona,1082,24756200
ITC15,3030,Caltignaga,2494,22321300
ITC15,3032,Cameri,10714,39985000
ITC15,3036,Carpignano Sesia,2479,14655700
ITC15,3037,Casalbeltrame,986,16040700
ITC15,3039,Casaleggio Novara,903,10531000
ITC15,3040,Casalino,1507,39490100
ITC15,3041,Casalvolone,871,17484900
ITC15,3042,Castellazzo Novarese,308,10791800
ITC15,3043,Castelletto sopra Ticino,9702,14641100
ITC15,3044,Cavaglietto,385,6485500
ITC15,3045,Cavaglio d'Agogna,1166,9833500
ITC15,3047,Cavallirio,1305,8326100
ITC15,3049,Cerano,6652,32633200
ITC15,3051,Colazza,512,3161800
ITC15,3052,Comignago,1231,4449300
ITC15,3055,Cressa,1612,7103500
ITC15,3058,Cureggio,2596,8506800
ITC15,3060,Divignano,1397,5097700
ITC15,3062,Dormelletto,2522,7252200
ITC15,3065,Fara Novarese,1998,9214700
ITC15,3066,Fontaneto d'Agogna,2600,21170200
ITC15,3068,Galliate,15480,29366200
ITC15,3069,Garbagna Novarese,1411,10049400
ITC15,3070,Gargallo,1745,3754200
ITC15,3073,Ghemme,3399,20644200
ITC15,3076,Gozzano,5408,12582100
ITC15,3077,Granozzo con Monticello,1346,19520800
ITC15,3079,Grignasco,4340,14333700
ITC15,3082,Invorio,4300,17371700
ITC15,3083,Landiona,540,7283400
ITC15,3084,Lesa,2168,13580600
ITC15,3088,Maggiora,1604,10658700
ITC15,3090,Mandello Vitta,219,5854100
ITC15,3091,Marano Ticino,1598,7787900
ITC15,3093,Massino Visconti,1129,6863900
ITC15,3095,Meina,2400,7534900
ITC15,3097,Mezzomerico,1219,7718700
ITC15,3098,Miasino,797,5521000
ITC15,3100,Momo,2409,23590700
ITC15,3103,Nebbiuno,1802,8265100
ITC15,3104,Nibbiola,806,11342100
ITC15,3106,Novara,101916,103049200
ITC15,3108,Oleggio,14169,37794300
ITC15,3109,Oleggio Castello,2154,5935100
ITC15,3112,Orta San Giulio,1273,6650000
ITC15,3114,Paruzzaro,2132,5227200
ITC15,3115,Pella,884,8134500
ITC15,3116,Pettenasco,1320,7071300
ITC15,3119,Pisano,799,2765900
ITC15,3120,Pogno,1383,9865300
ITC15,3121,Pombia,2124,12296600
ITC15,3122,Prato Sesia,1854,12126000
ITC15,3129,Recetto,930,8852600
ITC15,3130,Romagnano Sesia,3758,17976400
ITC15,3131,Romentino,5550,17690600
ITC15,3133,San Maurizio d'Opaglio,3000,8509900
ITC15,3134,San Nazzaro Sesia,741,11451200
ITC15,3135,San Pietro Mosezzo,1926,34899200
ITC15,3138,Sillavengo,554,9535200
ITC15,3139,Sizzano,1383,10754300
ITC15,3140,Soriso,719,6371900
ITC15,3141,Sozzago,1086,12914400
ITC15,3143,Suno,2709,21327100
ITC15,3144,Terdobbiate,461,8463200
ITC15,3146,Tornaco,880,13240800
ITC15,3149,Trecate,20386,38222400
ITC15,3153,Vaprio d'Agogna,963,10012300
ITC15,3154,Varallo Pombia,4841,13612000
ITC15,3158,Vespolate,2015,17779800
ITC15,3159,Vicolungo,863,13293900
ITC15,3164,Vinzaglio,535,15463600
ITC15,3166,Gattico-Veruno,5159,26160100
ITC16,4001,Acceglio,157,151527600
ITC16,4002,Aisone,212,36917300
ITC16,4003,Alba,31215,53585300
ITC16,4004,Albaretto della Torre,235,4589900
ITC16,4005,Alto,139,7461600
ITC16,4006,Argentera,76,76259100
ITC16,4007,Arguello,191,4917400
ITC16,4008,Bagnasco,997,30949000
ITC16,4009,Bagnolo Piemonte,5856,63250500
ITC16,4010,Baldissero d'Alba,1055,15325700
ITC16,4011,Barbaresco,614,7763700
ITC16,4012,Barge,7428,81992300
ITC16,4013,Barolo,681,5689200
ITC16,4014,Bastia Mondovì,637,12000600
ITC16,4015,Battifollo,211,11119500
ITC16,4016,Beinette,3454,17686500
ITC16,4017,Bellino,95,62070000
ITC16,4018,Belvedere Langhe,338,5003000
ITC16,4019,Bene Vagienna,3656,48967300
ITC16,4020,Benevello,483,5438900
ITC16,4021,Bergolo,58,3111800
ITC16,4022,Bernezzo,4229,25844500
ITC16,4023,Bonvicino,95,7240900
